dashboard_rank,company_name,career_url,source_type,harshit_priority_score,priority_tier,profile_priority,sector,best_fit_role_families,employment_rule,generic_sales_frontline_rule,secondary_finance_score,why_it_fits_or_drop_reason,dashboard_default_visibility,dashboard_optional_group,include_in_scrape_registry,source_status,ireland_relevance_evidence,current_live_jobs_evidence,current_relevant_jobs_evidence
524,Slack,https://salesforce.wd12.myworkdayjobs.com/Slack,employer,64,P4 — Exact-fit only,Low priority,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",59,"Strong analytics/implementation foundation, but brand-selective hiring and role competition make this a reach; referral + exact-role fit matters.",hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
525,TikTok,https://careers.tiktok.com/position?keyword=&location=Dublin%2C+Ireland,employer,64,P4 — Exact-fit only,Low priority,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",59,"Strong analytics/implementation foundation, but brand-selective hiring and role competition make this a reach; referral + exact-role fit matters.",hidden,lower_priority_companies,yes,validated_live_other,"Current Republic of Ireland employment evidence, but no target-role match in latest data",12,0
526,Twilio,https://www.twilio.com/en-us/company/jobs,employer,64,P4 — Exact-fit only,Low priority,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",59,"Strong analytics/implementation foundation, but brand-selective hiring and role competition make this a reach; referral + exact-role fit matters.",hidden,lower_priority_companies,yes,validated_live_other,"Current Republic of Ireland employment evidence, but no target-role match in latest data",12,0
527,Klaviyo,https://www.klaviyo.com/careers,employer,63,P4 — Exact-fit only,Low priority,Technology / SaaS,Data/BI Analyst; Business Operations Analyst; Customer/Revenue Analytics; Implementation/CS Ops,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",42,"Strong analytics/implementation foundation, but brand-selective hiring and role competition make this a reach; referral + exact-role fit matters.",hidden,lower_priority_companies,yes,validated_live_other,"Current Republic of Ireland employment evidence, but no target-role match in latest data",14,0
528,OpenAI,https://openai.com/careers/,employer,63,P4 — Exact-fit only,Low priority,Technology / SaaS,Data/BI Analyst; Business Operations Analyst; Customer/Revenue Analytics; Implementation/CS Ops,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",42,"Strong analytics/implementation foundation, but brand-selective hiring and role competition make this a reach; referral + exact-role fit matters.",hidden,lower_priority_companies,yes,validated_live_other,"Current Republic of Ireland employment evidence, but no target-role match in latest data",18,0
529,Bio-Rad Laboratories,https://www.bio-rad.com/en-ie/category/careers,employer,62,P4 — Exact-fit only,Harshit selective,Life Sciences / Diagnostics,Data; Operations; Digital; Business Systems,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",55,Life-sciences corporate fit; exact roles only,hidden,lower_priority_companies,yes,added_external_ireland_role_evidence,Life-sciences corporate fit; exact roles only,0,0
530,Bruker,https://www.bruker.com/en/landingpages/careers.html,employer,62,P4 — Exact-fit only,Harshit selective,Scientific Technology,Data; Operations; Digital; Business Systems,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",55,Scientific-tech corporate fit; exact roles only,hidden,lower_priority_companies,yes,added_external_ireland_role_evidence,Scientific-tech corporate fit; exact roles only,0,0
531,Fastly,https://www.fastly.com/about/careers/,employer,62,P4 — Exact-fit only,Harshit selective,Cloud / Edge Technology,Data; Technical Operations; Solutions,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",55,Strong technical fit; Ireland density unverified,hidden,lower_priority_companies,yes,added_external_ireland_role_evidence,Strong technical fit; Ireland density unverified,0,0
532,Biotronik,https://www.biotronik.com/en-us/careers,employer,58,P4 — Exact-fit only,Harshit selective,Medical Devices,Data; Operations; Digital; Business Systems,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",55,Medical-device exact-fit target,hidden,lower_priority_companies,yes,added_external_ireland_role_evidence,Medical-device exact-fit target,0,0
533,Tandem Diabetes Care,https://www.tandemdiabetes.com/about-us/careers,employer,58,P4 — Exact-fit only,Harshit selective,Medical Devices,Data; Operations; Digital; Business Systems,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",55,Medical-device exact-fit target,hidden,lower_priority_companies,yes,added_external_ireland_role_evidence,Medical-device exact-fit target,0,0
534,Alvarez & Marsal,https://www.alvarezandmarsal.com/careers,employer,55,P4 — Exact-fit only,Low priority,Strategy / Consulting,Technology/Data Consultant; Business Analyst; Transformation Consultant,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",34,"Profile has consulting/client strengths, but generalist strategy hiring is exceptionally selective; target data/tech/transformation tracks.",hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
535,McKinsey & Company,https://www.mckinsey.com/careers/search-jobs?locations=Dublin,employer,55,P4 — Exact-fit only,Low priority,Strategy / Consulting,Technology/Data Consultant; Business Analyst; Transformation Consultant,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",34,"Profile has consulting/client strengths, but generalist strategy hiring is exceptionally selective; target data/tech/transformation tracks.",hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
536,Oliver Wyman,https://www.oliverwyman.com/careers.html,employer,55,P4 — Exact-fit only,Low priority,Strategy / Consulting,Technology/Data Consultant; Business Analyst; Transformation Consultant,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",34,"Profile has consulting/client strengths, but generalist strategy hiring is exceptionally selective; target data/tech/transformation tracks.",hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
537,ABP Food Group,https://abpfoodgroup.com/careers/,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Manufacturing/food operations dominate hiring; low density of target corporate role families.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
538,Adecco Ireland,https://www.adecco.com/en-ie/job-search,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Recruitment agency/intermediary; duplicates client vacancies and adds less career intelligence than monitoring employers directly.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
539,Aldi Ireland,https://www.aldirecruitment.ie/,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,"Hiring is predominantly store, warehouse and frontline operations; low density of target analytics/consulting/technology roles.",hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
540,Applegreen,https://www.applegreenstores.com/careers,employer,0,P5 — Optional / low-density,Optional,Retail / Energy,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Predominantly retail/site operations and frontline hiring; low target-role density.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
541,Approach People Recruitment,https://approachpeople.com,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Recruitment agency/intermediary; direct-employer sources are more useful for a curated corporate radar.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
542,Aramark Ireland,https://aramarkcareers.com/Northern-Europe/,employer,0,P5 — Optional / low-density,Optional,Facilities / Food Services,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,"Facilities, food-service and frontline operations dominate; low density of target professional roles.",hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
543,B&Q Ireland,https://www.kingfishercareers.com/b-and-q,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Store/frontline-heavy hiring; limited relevance to the target corporate role families.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
544,BAM Ireland,https://www.bamireland.ie/careers/,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Construction/project-delivery hiring is trade/site-heavy; limited density of target analytics/technology roles.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
545,Bidvest Noonan,https://careers.bidvestnoonan.com/,employer,0,P5 — Optional / low-density,Optional,Facilities / Security Services,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Facilities/security/frontline-heavy workforce; low target-role density.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
546,Boots Ireland,https://www.boots.jobs/search-jobs/Ireland,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Large retail/pharmacy frontline mix; corporate analytics opportunities are too sparse for a top-500 career radar.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
547,Brightwater,https://www.brightwater.ie/jobs,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Recruitment agency/intermediary; lower value than direct corporate career-site coverage.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
548,Brown Thomas Arnotts,https://www.brownthomas.com/careers.html,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Retail/store-heavy workforce; low density of target roles.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
549,Carbery Group,https://www.carbery.com/careers/,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Food/manufacturing operations dominate; target analytics/consulting roles are comparatively sparse.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
550,Circle K Ireland,https://www.circlek.ie/careers,employer,0,P5 — Optional / low-density,Optional,Retail / Energy,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Retail/service-station operations dominate hiring; limited target-role density.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
551,Clayton Hotels,https://www.claytonhotels.com/careers/,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Hospitality operations dominate; limited relevance to target career families.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
552,Collen Construction,https://collen.com/careers/,employer,0,P5 — Optional / low-density,Optional,Construction / Data Centres,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Construction/project-delivery focused; limited target-role density.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
553,Compass Group Ireland,https://www.compass-group.ie/join-the-family/careers/,employer,0,P5 — Optional / low-density,Optional,Facilities / Food Services,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Food-service/facilities operations dominate; low target-role density.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
554,Cpl,https://cpl.com,employer,0,P5 — Optional / low-density,Optional,Recruitment Agencies (check direct portals),Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Recruitment agency/intermediary; client vacancies can duplicate employer listings.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
555,Currys Ireland,https://curryscareers.co.uk/content/Ireland/?locale=en_US,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Retail/store and logistics-heavy hiring; lower career-fit density.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
556,Dairygold,https://www.dairygold.ie/careers/,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Agrifood/manufacturing operations dominate; lower target-role density.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
557,Dawn Meats,https://www.dawnmeats.com/careers/,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Food/manufacturing/frontline operations dominate; low target-role density.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
558,Decathlon Ireland,https://www.decathlon.ie/careers,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Retail/store hiring dominates; limited target corporate analytics/technology roles.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
559,Designer Group,https://designergrp.com/careers/,employer,0,P5 — Optional / low-density,Optional,Engineering / Construction,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Engineering/construction project delivery dominates; lower fit than digital/consulting alternatives.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
560,Dornan,https://www.dornangroup.com/careers/,employer,0,P5 — Optional / low-density,Optional,Engineering / Construction,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Engineering/construction project delivery dominates; limited target-role density.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
561,Dunnes Stores,https://www.dunnesstores.com/c/careers,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Retail/store and distribution hiring dominate; low target-role density.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
562,Eason,https://www.easons.com/careers,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Retail/store-heavy employer; limited target-role density.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
563,Flynn,https://flynn.ie/careers/,employer,0,P5 — Optional / low-density,Optional,Construction,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Construction/project-delivery focused; low target-role density.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
564,FRS Recruitment,https://frsrecruitment.com,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Recruitment agency/intermediary; broad staffing mix rather than a target corporate employer.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
565,H&M Ireland,https://career.hm.com/,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Retail/store hiring dominates; low relevance to target role families.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
566,Halfords Ireland,https://www.halfordscareers.com/,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Retail/service operations dominate; limited corporate analytics/consulting role density.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
567,Harvey Nash Ireland,https://www.harveynash.ie/,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Recruitment agency/intermediary; direct employer monitoring is cleaner and less duplicative.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
568,Harvey Norman Ireland,https://www.harveynorman.ie/careers.html,employer,0,P5 — Optional / low-density,Optional,Retail,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Retail/store and logistics-heavy; low target-role density.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
569,Hays Ireland,https://www.hays.ie/job-search,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Recruitment agency/intermediary; broad staffing listings rather than one target corporate career path.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
570,Holland & Barrett Ireland,https://www.hollandandbarrett.com/careers/,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Retail/store-heavy hiring; limited target corporate role density.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
571,IKEA Ireland,https://jobs.ikea.com/,employer,0,P5 — Optional / low-density,Optional,Retail,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Large retail/operations workforce; target corporate roles are comparatively infrequent in Ireland.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
572,Intersport Elverys,https://www.elverys.ie/careers,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Retail/store-heavy employer; low target-role density.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
573,JD Sports Ireland,https://www.jdsports.co.uk/page/careers/,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Retail/store-heavy hiring; limited relevance to target career families.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
574,John Paul Construction,https://www.johnpaul.ie/careers/,employer,0,P5 — Optional / low-density,Optional,Construction,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Construction/project-delivery focused; limited density of target role families.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
575,Jones Engineering,https://joneseng.com/careers/,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Engineering/construction delivery dominates; low target-role density.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
576,JYSK Ireland,https://jobs.jysk.ie/,employer,0,P5 — Optional / low-density,Optional,Retail,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Retail/store and warehouse-heavy hiring; low target-role density.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
577,Kepak Group,https://www.kepak.com/careers/,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Food/manufacturing operations dominate; low target-role density.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
578,Lidl Ireland,https://jobs.lidl.ie/,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Large frontline/retail/logistics hiring mix; corporate roles exist but are too sparse for this curated set.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
579,Life Style Sports,https://www.lifestylesports.com/ie/careers.html,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Retail/store-heavy employer; limited target-role density.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
580,Maldron Hotels,https://www.maldronhotels.com/careers/,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Hospitality operations dominate; limited target-role density.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
